bet_id,game,name,result_type,amount,odds,stake,pick,market
4504845,Basketball,Boston Celtics v Dallas Mavericks - NBA Playoffs 2023/2024 (USA 1),Won,"17,730,526",1.90,"19,700,584",Under 210.5 Total,Over/Under 210.5 Total Full event
4505421,Basketball,Quimsa v Penarol - LNB Playoff 2023/2024 (Argentina 1),Won,"11,215,093",1.70,"16,021,562",Under 156.5 Total,Over/Under 156.5 Total Full event
4505662,Basketball,Instituto Cordoba v Regatas - LNB Playoff 2023/2024 (Argentina 1),Lost,"22,860,197",1.70,,Under 156.5 Total,Over/Under 156.5 Total Full event
4506272,Football,Leicester City v Tottenham Hotspur - Premier League 2024/2025 (England 1),Won,"3,600,000",1.60,"6,000,000",Under 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4506274,Football,Aston Villa v Arsenal - Premier League 2024/2025 (England 1),Won,"7,354,359",3.25,"3,268,604",Arsenal,Win to nil Ordinary time
4506276,Football,Crystal Palace v West Ham United - Premier League 2024/2025 (England 1),Won,"5,500,000",3.75,"2,000,000",West Ham United,3-Way Ordinary time
4506281,Football,Tottenham Hotspur v Everton - Premier League 2024/2025 (England 1),Won,"3,240,000",2.62,"2,000,000",Tottenham Hotspur,Win to nil Ordinary time
4506289,Football,Manchester United v Liverpool - Premier League 2024/2025 (England 1),Won,"9,000,000",4.00,"3,000,000",Liverpool,Win to nil Ordinary time
4506295,Football,Brighton & Hove Albion v Ipswich Town - Premier League 2024/2025 (England 1),Lost,"5,000,000",2.60,,Brighton & Hove Albion,Win to nil Ordinary time
4506298,Football,Liverpool v Nottingham Forest - Premier League 2024/2025 (England 1),Lost,"15,000,000",2.29,,Liverpool,Win to nil Ordinary time
4506299,Football,Manchester City v Brentford - Premier League 2024/2025 (England 1),Lost,"10,000,000",2.00,,Manchester City,Win to nil Ordinary time
4506300,Football,Southampton v Manchester United - Premier League 2024/2025 (England 1),Won,"7,000,000",2.40,"5,000,000",No,Both Teams to Score Ordinary time
4506301,Football,Tottenham Hotspur v Arsenal - Premier League 2024/2025 (England 1),Won,"5,079,556",2.29,"3,937,640",Arsenal,3-Way Ordinary time
4506302,Football,Wolverhampton Wanderers v Newcastle United - Premier League 2024/2025 (England 1),Lost,"5,000,000",2.29,,Under 2.5 Total Goals,Over/Under 2.5 Total Goals Ordinary time
4506309,Football,Manchester City v Arsenal - Premier League 2024/2025 (England 1),Lost,"3,000,000",5.00,,Arsenal,3-Way Ordinary time
4506313,Football,AFC Bournemouth v Southampton - Premier League 2024/2025 (England 1),Lost,"5,000,000",1.60,,Under 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4506315,Football,Brentford v West Ham United - Premier League 2024/2025 (England 1),Lost,"4,000,000",3.20,,West Ham United,3-Way Ordinary time
4506317,Football,Everton v Crystal Palace - Premier League 2024/2025 (England 1),Lost,"4,000,000",4.00,,Under 1.5 Total Goals,Over/Under 1.5 Total Goals Ordinary time
4506320,Football,Newcastle United v Manchester City - Premier League 2024/2025 (England 1),Lost,"5,063,300",3.25,,Manchester City,Win to nil Ordinary time
4506324,Football,Aston Villa v Manchester United - Premier League 2024/2025 (England 1),Lost,"3,284,442",2.10,,Over 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4506327,Football,Chelsea v Nottingham Forest - Premier League 2024/2025 (England 1),Lost,"3,000,595",2.50,,Over 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4506396,Football,Liverpool v Chelsea - Premier League 2024/2025 (England 1),Won,"16,000,000",1.80,"20,000,000",Under 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4506402,Football,Wolverhampton Wanderers v Manchester City - Premier League 2024/2025 (England 1),Lost,"22,004,773",1.99,,Manchester City,-1.5
4506404,Football,Aston Villa v AFC Bournemouth - Premier League 2024/2025 (England 1),Lost,"10,000,000",1.75,,Aston Villa,3-Way Ordinary time
4506411,Football,Brighton & Hove Albion v Southampton - Premier League 2024/2025 (England 1),Won,"6,316,084",3.10,"3,007,659",Under 2.5 Total Goals,Over/Under 2.5 Total Goals Ordinary time
4506412,Football,Chelsea v Aston Villa - Premier League 2024/2025 (England 1),Refunded,"1,865,132",1.96,,Under 3 Total Goals,Over/Under 3 Total Goals Ordinary time
4506415,Football,Manchester City v Southampton - Premier League 2024/2025 (England 1),Won,"9,900,000",2.10,"9,000,000",Manchester City,Win to nil Ordinary time
4506416,Football,Liverpool v Manchester City - Premier League 2024/2025 (England 1),Won,"8,955,256",2.06,"8,448,355",Liverpool,3-Way Ordinary time
4506420,Football,Tottenham Hotspur v Fulham - Premier League 2024/2025 (England 1),Lost,"4,000,000",3.20,,Tottenham Hotspur,-1.5
4506431,Football,Newcastle United v Liverpool - Premier League 2024/2025 (England 1),Lost,"8,000,000",1.96,,Liverpool,-0.5
4506435,Football,Crystal Palace v Manchester City - Premier League 2024/2025 (England 1),Lost,"4,124,171",3.00,,Over 2.5 Total Goals,Manchester City Score Over/Under 2.5 Total Goals Ordinary time
4506437,Football,Fulham v Arsenal - Premier League 2024/2025 (England 1),Lost,"54,900,000",1.72,,Over 2.5 Total Goals,Over/Under 2.5 Total Goals Ordinary time
4506441,Football,Tottenham Hotspur v Chelsea - Premier League 2024/2025 (England 1),Lost,"201,776,321",2.10,,Tottenham Hotspur,Draw No Bet Ordinary time
4506444,Football,Arsenal v Everton - Premier League 2024/2025 (England 1),Lost,"20,000,000",2.25,,Over 2.5 Total Goals,Arsenal Score Over/Under 2.5 Total Goals Ordinary time
4506450,Football,Nottingham Forest v Aston Villa - Premier League 2024/2025 (England 1),Lost,"99,278,762",2.38,,Under 2 Total Goals,Over/Under 2 Total Goals Ordinary time
4506455,Football,Crystal Palace v Arsenal - Premier League 2024/2025 (England 1),Won,"15,840,000",2.44,"11,000,000",Over 3 Total Goals,Over/Under 3 Total Goals Ordinary time
4506456,Football,Everton v Chelsea - Premier League 2024/2025 (England 1),Lost,"18,300,275",2.40,,Over 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4506457,Football,Fulham v Southampton - Premier League 2024/2025 (England 1),Lost,"15,334,974",2.54,,Over 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4506463,Football,AFC Bournemouth v Manchester City - Premier League 2024/2025 (England 1),Lost,"24,742,332",1.50,,Manchester City,3-Way Ordinary time
4506468,Football,Newcastle United v Arsenal - Premier League 2024/2025 (England 1),Lost,"6,000,000",1.90,,Arsenal,3-Way Ordinary time
4506470,Football,Southampton v Everton - Premier League 2024/2025 (England 1),Won,"4,559,930",2.60,"2,849,956",Southampton,3-Way Ordinary time
4506488,Football,Manchester City v Everton - Premier League 2024/2025 (England 1),Lost,"10,388,669",1.90,,Over 3 Total Goals,Over/Under 3 Total Goals Ordinary time
4506490,Football,Nottingham Forest v Tottenham Hotspur - Premier League 2024/2025 (England 1),Lost,"5,000,000",3.20,,Tottenham Hotspur,3-Way Ordinary time
4506512,Football,Wolverhampton Wanderers v Nottingham Forest - Premier League 2024/2025 (England 1),Won,"10,000,000",2.00,"10,000,000",Over 1.5 Total Goals,Nottingham Forest Score Over/Under 1.5 Total Goals Ordinary time
4506513,Football,Arsenal v Tottenham Hotspur - Premier League 2024/2025 (England 1),Lost,"6,543,090",2.75,,Under 2.5 Total Goals,Over/Under 2.5 Total Goals Ordinary time
4506522,Football,Manchester United v Southampton - Premier League 2024/2025 (England 1),Won,"14,676,446",1.97,"15,130,357",Over 3 Total Goals,Over/Under 3 Total Goals Ordinary time
4506525,Football,Chelsea v Wolverhampton Wanderers - Premier League 2024/2025 (England 1),Won,"45,473,250",1.90,"50,525,833",Over 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4506527,Football,Ipswich Town v Manchester City - Premier League 2024/2025 (England 1),Won,"21,146,146",1.82,"25,787,983",Over 3 Total Goals,Over/Under 3 Total Goals Ordinary time
4506531,Football,Nottingham Forest v Southampton - Premier League 2024/2025 (England 1),Won,"38,709,986",2.60,"24,193,741",Over 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4506540,Football,Manchester City v Tottenham Hotspur - Premier League 2024/2025 (England 1),Won,"13,800,000",5.60,"3,000,000",Tottenham Hotspur,Draw No Bet Ordinary time
4506580,Football,Southampton v Manchester City - Premier League 2024/2025 (England 1),Lost,"5,321,673",2.00,,Over 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4506611,Football,Tottenham Hotspur v Leicester City - Premier League 2024/2025 (England 1),Lost,"12,144,000",3.60,,Tottenham Hotspur,Win to nil Ordinary time
4506613,Football,AFC Bournemouth v Liverpool - Premier League 2024/2025 (England 1),Lost,"10,640,923",2.00,,Over 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4506614,Football,Arsenal v Manchester City - Premier League 2024/2025 (England 1),Won,"30,800,000",2.54,"20,000,000",Over 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4506615,Football,Brentford v Tottenham Hotspur - Premier League 2024/2025 (England 1),Won,"46,000,078",3.30,"20,000,034",Tottenham Hotspur,3-Way Ordinary time
4506616,Football,Chelsea v West Ham United - Premier League 2024/2025 (England 1),Lost,"42,366,297",2.70,,Chelsea,Win to nil Ordinary time
4506619,Football,Manchester United v Crystal Palace - Premier League 2024/2025 (England 1),Lost,"6,715,013",1.85,,Over 2.5 Total Goals,Over/Under 2.5 Total Goals Ordinary time
4506620,Football,Newcastle United v Fulham - Premier League 2024/2025 (England 1),Refunded,"10,000,000",2.17,,Over 3 Total Goals,Over/Under 3 Total Goals Ordinary time
4506621,Football,Nottingham Forest v Brighton & Hove Albion - Premier League 2024/2025 (England 1),Won,"15,722,512",2.44,"10,918,411",Over 3 Total Goals,Over/Under 3 Total Goals Ordinary time
4506622,Football,Wolverhampton Wanderers v Aston Villa - Premier League 2024/2025 (England 1),Won,"20,000,000",3.00,"10,000,000",Wolverhampton Wanderers,3-Way Ordinary time
4506624,Football,Brighton & Hove Albion v Chelsea - Premier League 2024/2025 (England 1),Lost,"3,000,000",2.50,,Chelsea,3-Way Ordinary time
4506634,Football,Arsenal v West Ham United - Premier League 2024/2025 (England 1),Lost,"7,796,915",2.29,,Yes,Both Teams to Score Ordinary time
4506640,Football,Manchester City v Liverpool - Premier League 2024/2025 (England 1),Lost,"11,143,217",2.20,,Over 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4506641,Football,Newcastle United v Nottingham Forest - Premier League 2024/2025 (England 1),Lost,"10,000,000",2.87,,Nottingham Forest,Draw No Bet Ordinary time
4506790,Football,Las Palmas v Athletic Bilbao - LaLiga 2024/2025 (Spain 1),Lost,"12,324,812",1.68,,Under 2.5 Total Goals,Over/Under 2.5 Total Goals Ordinary time
4506794,Football,Real Sociedad v Real Madrid - LaLiga 2024/2025 (Spain 1),Won,"10,500,000",3.10,"5,000,000",Real Madrid,Win to nil Ordinary time
4506802,Football,Villarreal v Barcelona - LaLiga 2024/2025 (Spain 1),Lost,"5,000,000",2.36,,Under 3 Total Goals,Over/Under 3 Total Goals Ordinary time
4506807,Football,Barcelona v Getafe - LaLiga 2024/2025 (Spain 1),Lost,"3,000,000",2.25,,Over 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
4506811,Football,Espanyol v Villarreal - LaLiga 2024/2025 (Spain 1),Lost,"1,000,309",4.00,,Under 1.5 Total Goals,Over/Under 1.5 Total Goals Ordinary time
4506813,Football,Celta Vigo v Atletico Madrid - LaLiga 2024/2025 (Spain 1),Won,"6,600,000",3.20,"3,000,000",Atletico Madrid,Win to nil Ordinary time
4506859,Football,Real Madrid v Barcelona - LaLiga 2024/2025 (Spain 1),Lost,"10,000,000",3.20,,Over 4.5 Total Goals,Over/Under 4.5 Total Goals Ordinary time
4506889,Football,Leganes v Real Madrid - LaLiga 2024/2025 (Spain 1),Won,"3,528,917",1.72,"4,901,274",Over 2.5 Total Goals,Over/Under 2.5 Total Goals Ordinary time
4506932,Football,Barcelona v Atletico Madrid - LaLiga 2024/2025 (Spain 1),Lost,"11,000,000",3.30,,Over 2.5 Total Goals,Barcelona Score Over/Under 2.5 Total Goals Ordinary time
4506935,Football,Athletic Bilbao v Real Madrid - LaLiga 2024/2025 (Spain 1),Lost,"4,300,000",2.25,,Real Madrid,3-Way Ordinary time
4506986,Football,Barcelona v Rayo Vallecano - LaLiga 2024/2025 (Spain 1),Lost,"7,955,734",2.20,,Barcelona,-2.5
4507016,Football,Barcelona v Osasuna - LaLiga 2024/2025 (Spain 1),Lost,"16,166,839",2.80,,Over 3.5 Total Goals,Barcelona Score Over/Under 3.5 Total Goals Ordinary time
4507042,Football,Espanyol v Atletico Madrid - LaLiga 2024/2025 (Spain 1),Lost,"20,201,063",2.17,,Over 2.5 Total Goals,Over/Under 2.5 Total Goals Ordinary time
4507045,Football,Barcelona v Real Betis - LaLiga 2024/2025 (Spain 1),Lost,"30,000,000",3.10,,Over 4.5 Total Goals,Over/Under 4.5 Total Goals Ordinary time
4509506,Basketball,Latvia 3x3 v France 3x3 - Summer Olympics 3x3 Basketball Final Stage 2024 (Summer Olympics 3x3 1),Won,"4,666,500",1.85,"5,490,000",Under 38.5 Total,Over/Under 38.5 Total Full event
4509507,Basketball,Netherlands 3x3 v Lithuania 3x3 - Summer Olympics 3x3 Basketball Final Stage 2024 (Summer Olympics 3x3 1),Won,"2,490,000",1.83,"3,000,000",Under 38.5 Total,Over/Under 38.5 Total Full event
4509513,Basketball,"Germany 3x3 v Canada 3x3 - Summer Olympics 3x3 Basketball Final Stage 2024 (Summer Olympics 3x3 1, female)",Won,"3,192,447",1.80,"3,990,559",Under 34.5 Total,Over/Under 34.5 Total Full event
4509516,Basketball,"Spain 3x3 v Germany 3x3 - Summer Olympics 3x3 Basketball Final Stage 2024 (Summer Olympics 3x3 1, female)",Won,"3,300,000",1.66,"5,000,000",Under 34.5 Total,Over/Under 34.5 Total Full event
4509597,Basketball,"USA 3x3 v France 3x3 - Summer Olympics 3x3 Basketball 2024 (Summer Olympics 3x3 1, female)",Won,"2,700,000",1.90,"3,000,000",Under 33.5 Total,Over/Under 33.5 Total Full event
4510028,Basketball,Olimpico v Instituto Cordoba - LNB Playoff 2023/2024 (Argentina 1),Lost,"2,081,582",2.50,,Instituto Cordoba,2-Way Full event
4521749,Basketball,Trepca v Keravnos Strovolos - Champions League Qualification 2024/2025 (Champions League Qualification 1),Lost,"4,000,000",1.78,,Under 150.5 Total,Over/Under 150.5 Total Full event
4522371,Basketball,Galatasaray v ASP Promitheas - Champions League Grp. D 2024/2025 (Champions League 1),Won,"6,245,326",1.62,"10,073,106",Under 167.5 Total,Over/Under 167.5 Total Full event
4522378,Basketball,Kolossos Rhodes v Karsiyaka - Champions League Grp. C 2024/2025 (Champions League 1),Lost,"9,942,378",1.85,,Over 154.5 Total,Over/Under 154.5 Total Full event
4522401,Basketball,Hapoel Holon v Igokea - Champions League Grp. A 2024/2025 (Champions League 1),Won,"7,405,027",2.04,"7,120,218",Over 158.5 Total,Over/Under 158.5 Total Full event
4522415,Basketball,Manisa BB v Peristeri - Champions League Grp. H 2024/2025 (Champions League 1),Won,"6,770,092",1.82,"8,256,210",Under 159.5 Total,Over/Under 159.5 Total Full event
4522489,Basketball,Golden State Warriors v LA Lakers - NBA California Classic Summer League - San Francisco 2024 (USA NBA Summer League 1),Lost,"4,213,799",1.87,,Over 182.5 Total,Over/Under 182.5 Total Full event
4522496,Basketball,China v San Antonio Spurs - NBA California Classic Summer League - Sacramento 2024 (USA NBA Summer League 1),Lost,"3,000,000",1.86,,Under 155.5 Total,Over/Under 155.5 Total Full event
4526052,Basketball,Orlando Magic v Cleveland Cavaliers - NBA Las Vegas Summer League 2024 (USA NBA Summer League 1),Lost,"1,500,000",1.87,,Under 181 Total,Over/Under 181 Total Full event
4526061,Basketball,Miami Heat v Oklahoma City Thunder - NBA Las Vegas Summer League 2024 (USA NBA Summer League 1),Won,"1,245,000",1.83,"1,500,000",Under 182.5 Total,Over/Under 182.5 Total Full event
4526066,Basketball,LA Lakers v Boston Celtics - NBA Las Vegas Summer League 2024 (USA NBA Summer League 1),Won,"1,245,000",1.83,"1,500,000",Under 188.5 Total,Over/Under 188.5 Total Full event
4526074,Basketball,San Antonio Spurs v New Orleans Pelicans - NBA Las Vegas Summer League 2024 (USA NBA Summer League 1),Won,"1,200,000",1.80,"1,500,000",Over 167.5 Total,Over/Under 167.5 Total Full event
4526075,Basketball,Dallas Mavericks v Miami Heat - NBA Las Vegas Summer League 2024 (USA NBA Summer League 1),Won,"1,245,000",1.83,"1,500,000",Under 183.5 Total,Over/Under 183.5 Total Full event
4526076,Basketball,New York Knicks v Sacramento Kings - NBA Las Vegas Summer League 2024 (USA NBA Summer League 1),Lost,"1,500,000",1.83,,Under 174.5 Total,Over/Under 174.5 Total Full event
4526093,Basketball,Utah Jazz v Toronto Raptors - NBA Las Vegas Summer League 2024 (USA NBA Summer League 1),Won,"1,305,000",1.87,"1,500,000",Under 174.5 Total,Over/Under 174.5 Total Full event
4526104,Basketball,Utah Jazz v LA Clippers - NBA Las Vegas Summer League 2024 (USA NBA Summer League 1),Lost,"2,000,000",1.80,,Under 179.5 Total,Over/Under 179.5 Total Full event
4527842,Cricket,India v Bangladesh - World Test Championship 2023/2024 (World Test Championship 1),Won,"13,037,046",2.10,"11,851,860",India,3-Way Full event
4527843,Cricket,India v New Zealand - World Test Championship 2023/2024 (World Test Championship 1),Won,"54,000,000",10.00,"6,000,000",New Zealand,3-Way Full event
4527844,Cricket,India v New Zealand - World Test Championship 2023/2024 (World Test Championship 1),Won,"110,000,000",6.50,"20,000,000",New Zealand,3-Way Full event
4527845,Cricket,India v New Zealand - World Test Championship 2023/2024 (World Test Championship 1),Won,"78,091,181",4.50,"22,311,766",New Zealand,3-Way Full event
4527847,Cricket,India v Bangladesh - India T20 Series 2024 (International T20 Series 1),Won,"8,170,947",1.12,"68,091,221",India,2-Way Full event
4527849,Cricket,India v England - India T20 Series 2025 (International T20 Series 1),Lost,"50,000,000",2.25,,England,2-Way Full event
4527984,Basketball,Sydney Kings v Illawarra Hawks - NBL 2024/2025 (Australia 1),Won,"5,250,000",2.75,"3,000,000",Illawarra Hawks,2-Way Full event
4527989,Basketball,Perth Wildcats v Melbourne United - NBL 2024/2025 (Australia 1),Won,"4,375,000",2.25,"3,500,000",Melbourne United,2-Way Full event
4527990,Basketball,Cairns Taipans v Tasmania JackJumpers - NBL 2024/2025 (Australia 1),Won,"5,250,000",2.75,"3,000,000",Cairns Taipans,2-Way Full event
4527992,Basketball,New Zealand Breakers v South East Melbourne Phoenix - NBL 2024/2025 (Australia 1),Lost,"4,318,846",1.73,,Over 181 Total,Over/Under 181 Total Full event
4527994,Basketball,Melbourne United v Tasmania JackJumpers - NBL 2024/2025 (Australia 1),Lost,"12,260,985",1.75,,Over 171 Total,Over/Under 171 Total Full event
4527995,Basketball,Tasmania JackJumpers v Melbourne United - NBL 2024/2025 (Australia 1),Lost,"4,000,000",1.81,,Over 172.5 Total,Over/Under 172.5 Total Full event
4527997,Basketball,Perth Wildcats v Sydney Kings - NBL 2024/2025 (Australia 1),Lost,"5,454,887",1.85,,Over 190 Total,Over/Under 190 Total Full event
4527999,Basketball,South East Melbourne Phoenix v Melbourne United - NBL 2024/2025 (Australia 1),Won,"3,120,000",1.78,"4,000,000",Under 188.5 Total,Over/Under 188.5 Total Full event
4528001,Basketball,Cairns Taipans v Illawarra Hawks - NBL 2024/2025 (Australia 1),Lost,"3,000,000",1.84,,Over 178 Total,Over/Under 178 Total Full event
4528004,Basketball,Adelaide 36ers v Brisbane Bullets - NBL 2024/2025 (Australia 1),Won,"36,000,000",1.90,"40,000,000",Over 195.5 Total,Over/Under 195.5 Total Full event
4528005,Basketball,Sydney Kings v Illawarra Hawks - NBL 2024/2025 (Australia 1),Won,"53,000,000",1.53,"100,000,000",Over 183.5 Total,Over/Under 183.5 Total Full event
4528006,Basketball,Cairns Taipans v Melbourne United - NBL 2024/2025 (Australia 1),Lost,"41,954,261",2.75,,Cairns Taipans,2-Way Full event
4528008,Basketball,Adelaide 36ers v Perth Wildcats - NBL 2024/2025 (Australia 1),Won,"6,000,000",2.00,"6,000,000",Over 204 Total,Over/Under 204 Total Full event
4528010,Basketball,Sydney Kings v Adelaide 36ers - NBL 2024/2025 (Australia 1),Won,"11,900,000",1.85,"14,000,000",Over 188 Total,Over/Under 188 Total Full event
4528011,Basketball,Illawarra Hawks v South East Melbourne Phoenix - NBL 2024/2025 (Australia 1),Lost,"18,081,821",1.95,,Under 198.5 Total,Over/Under 198.5 Total Full event
4528012,Basketball,Sydney Kings v South East Melbourne Phoenix - NBL 2024/2025 (Australia 1),Won,"2,400,029",1.80,"3,000,036",Over 192.5 Total,Over/Under 192.5 Total Full event
4528013,Basketball,Melbourne United v Tasmania JackJumpers - NBL 2024/2025 (Australia 1),Won,"24,800,000",1.62,"40,000,000",Over 179.5 Total,Over/Under 179.5 Total Full event
4528017,Basketball,Illawarra Hawks v Tasmania JackJumpers - NBL 2024/2025 (Australia 1),Lost,"20,000,000",1.82,,Over 187.5 Total,Over/Under 187.5 Total Full event
4528019,Basketball,Tasmania JackJumpers v Adelaide 36ers - NBL 2024/2025 (Australia 1),Lost,"6,000,000",2.04,,Adelaide 36ers,2-Way Full event
4528020,Basketball,South East Melbourne Phoenix v Brisbane Bullets - NBL 2024/2025 (Australia 1),Won,"5,400,000",1.90,"6,000,000",Under 196.5 Total,Over/Under 196.5 Total Full event
4528022,Basketball,Sydney Kings v Cairns Taipans - NBL 2024/2025 (Australia 1),Lost,"3,000,000",2.00,,Over 185.5 Total,Over/Under 185.5 Total Full event
4528024,Basketball,Cairns Taipans v Perth Wildcats - NBL 2024/2025 (Australia 1),Won,"76,365,910",2.08,"70,709,176",Perth Wildcats,-2
4528026,Basketball,Illawarra Hawks v Tasmania JackJumpers - NBL 2024/2025 (Australia 1),Won,"28,734,770",1.75,"38,313,026",Over 174 Total,Over/Under 174 Total Full event
4528027,Basketball,South East Melbourne Phoenix v Brisbane Bullets - NBL 2024/2025 (Australia 1),Won,"25,900,000",1.74,"35,000,000",Under 184.5 Total,Over/Under 184.5 Total Full event
4528030,Basketball,Tasmania JackJumpers v Sydney Kings - NBL 2024/2025 (Australia 1),Lost,"4,400,874",1.77,,Over 173 Total,Over/Under 173 Total Full event
4528031,Basketball,Cairns Taipans v Illawarra Hawks - NBL 2024/2025 (Australia 1),Won,"3,280,000",1.82,"4,000,000",Under 186.5 Total,Over/Under 186.5 Total Full event
4528032,Basketball,Melbourne United v South East Melbourne Phoenix - NBL 2024/2025 (Australia 1),Won,"2,460,096",1.82,"3,000,117",Under 182.5 Total,Over/Under 182.5 Total Full event
4528041,Basketball,Illawarra Hawks v Perth Wildcats - NBL 2024/2025 (Australia 1),Won,"18,000,000",1.90,"20,000,000",Over 205 Total,Over/Under 205 Total Full event
4528043,Basketball,Cairns Taipans v South East Melbourne Phoenix - NBL 2024/2025 (Australia 1),Lost,"5,000,000",3.35,,Cairns Taipans,2-Way Full event
4528044,Basketball,Brisbane Bullets v Perth Wildcats - NBL 2024/2025 (Australia 1),Won,"4,860,000",1.81,"6,000,000",Over 196 Total,Over/Under 196 Total Full event
4528052,Basketball,South East Melbourne Phoenix v Cairns Taipans - NBL 2024/2025 (Australia 1),Lost,"2,550,000",3.00,,Cairns Taipans,2-Way Full event
4528055,Basketball,Brisbane Bullets v South East Melbourne Phoenix - NBL 2024/2025 (Australia 1),Lost,"74,765,659",1.60,,Under 191.5 Total,Over/Under 191.5 Total Full event
4528056,Basketball,Melbourne United v Illawarra Hawks - NBL 2024/2025 (Australia 1),Won,"35,000,000",1.70,"50,000,000",Over 193 Total,Over/Under 193 Total Full event
4528057,Basketball,Cairns Taipans v Perth Wildcats - NBL 2024/2025 (Australia 1),Won,"41,714,244",1.73,"57,142,800",Over 191.5 Total,Over/Under 191.5 Total Full event
4528060,Basketball,Brisbane Bullets v Cairns Taipans - NBL 2024/2025 (Australia 1),Won,"8,760,000",1.73,"12,000,000",Over 186.5 Total,Over/Under 186.5 Total Full event
4528061,Basketball,Perth Wildcats v Adelaide 36ers - NBL 2024/2025 (Australia 1),Won,"12,073,608",1.73,"16,539,189",Over 201.5 Total,Over/Under 201.5 Total Full event
4528062,Basketball,Illawarra Hawks v Melbourne United - NBL 2024/2025 (Australia 1),Won,"24,517,533",1.73,"33,585,662",Over 193.5 Total,Over/Under 193.5 Total Full event
4528063,Basketball,Melbourne United v Perth Wildcats - NBL 2024/2025 (Australia 1),Lost,"40,000,000",2.00,,Under 182 Total,Over/Under 182 Total Full event
4528064,Basketball,Tasmania JackJumpers v South East Melbourne Phoenix - NBL 2024/2025 (Australia 1),Lost,"9,000,000",1.86,,Over 164.5 Total,Over/Under 164.5 Total Full event
4528066,Basketball,Cairns Taipans v Brisbane Bullets - NBL 2024/2025 (Australia 1),Won,"10,200,000",1.85,"12,000,000",Over 174 Total,Over/Under 174 Total Full event
4528068,Basketball,Sydney Kings v Tasmania JackJumpers - NBL 2024/2025 (Australia 1),Lost,"20,000,000",1.73,,Over 165.5 Total,Over/Under 165.5 Total Full event
4528069,Basketball,Brisbane Bullets v Melbourne United - NBL 2024/2025 (Australia 1),Won,"78,192,362",1.73,"107,112,824",Over 176.5 Total,Over/Under 176.5 Total Full event
4528071,Basketball,Sydney Kings v South East Melbourne Phoenix - NBL 2024/2025 (Australia 1),Lost,"128,100,000",1.47,,Over 172.5 Total,Over/Under 172.5 Total Full event
4528072,Basketball,Melbourne United v Sydney Kings - NBL 2024/2025 (Australia 1),Lost,"22,129,248",1.81,,Over 178.5 Total,Over/Under 178.5 Total Full event
4528073,Basketball,South East Melbourne Phoenix v Cairns Taipans - NBL 2024/2025 (Australia 1),Lost,"3,000,000",3.25,,Cairns Taipans,2-Way Full event
4528076,Basketball,Perth Wildcats v South East Melbourne Phoenix - NBL 2024/2025 (Australia 1),Won,"4,000,000",1.80,"5,000,000",Over 179.5 Total,Over/Under 179.5 Total Full event
4528077,Basketball,Illawarra Hawks v Sydney Kings - NBL 2024/2025 (Australia 1),Lost,"5,757,613",2.00,,Sydney Kings,2-Way Full event
4528078,Basketball,Brisbane Bullets v Perth Wildcats - NBL 2024/2025 (Australia 1),Won,"4,500,000",1.90,"5,000,000",Over 184 Total,Over/Under 184 Total Full event
4528080,Basketball,Cairns Taipans v Sydney Kings - NBL 2024/2025 (Australia 1),Lost,"3,000,000",2.00,,Over 173 Total,Over/Under 173 Total Full event
4528082,Basketball,Brisbane Bullets v New Zealand Breakers - NBL 2024/2025 (Australia 1),Lost,"3,000,000",2.10,,New Zealand Breakers,2-Way Full event
4528084,Basketball,Tasmania JackJumpers v Cairns Taipans - NBL 2024/2025 (Australia 1),Lost,"7,406,299",1.73,,Over 178.5 Total,Over/Under 178.5 Total Full event
4528087,Basketball,Cairns Taipans v Brisbane Bullets - NBL 2024/2025 (Australia 1),Lost,"5,490,000",1.85,,Over 190.5 Total,Over/Under 190.5 Total Full event
4528088,Basketball,South East Melbourne Phoenix v Adelaide 36ers - NBL 2024/2025 (Australia 1),Lost,"10,000,000",2.37,,Adelaide 36ers,2-Way Full event
4528089,Basketball,Sydney Kings v Perth Wildcats - NBL 2024/2025 (Australia 1),Won,"10,000,000",2.00,"10,000,000",Over 195.5 Total,Over/Under 195.5 Total Full event
4528092,Basketball,Sydney Kings v Tasmania JackJumpers - NBL 2024/2025 (Australia 1),Lost,"36,258,759",1.61,,Over 175 Total,Over/Under 175 Total Full event
4528095,Basketball,Perth Wildcats v Cairns Taipans - NBL 2024/2025 (Australia 1),Lost,"14,752,952",2.15,,Perth Wildcats,-14.5
